partType,name,image,url,sizeType,storageType,brand,socket,speed,coreCount,threadCount,power,VRAM,resolution,size,space,productId,precio_ficticio,price_category
psu,Thermaltake Smart BM2 550 W 80+ Bronze Certified Semi-modular ATX Power Supply (PS-SPD-0550MNFABU-1),https://m.media-amazon.com/images/I/41y5L0wJazL.jpg,https://pcpartpicker.com/product/xQpmP6/thermaltake-smart-bm2-550-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0550mnfabu-1,ATX,,,,,,,550.0,,,,,9981,91.55035225197977,barato
gpu,PNY XLR8 Gaming REVEL EPIC-X RGB GeForce RTX 3080 12GB LHR 12 GB Video Card (VCG308012LTFXPPB),https://m.media-amazon.com/images/I/41ZWkdExuFS.jpg,https://pcpartpicker.com/product/dRhFf7/pny-geforce-rtx-3080-12gb-lhr-12-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg308012ltfxppb,,,NVIDIA,,,,,320.0,12.0,4K,,,4611,667.2991635075645,caro
memory,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory (CMK64GX5M2B6000Z30),https://cdna.pcpartpicker.com/static/forever/images/product/26d2fcb6a3797a23e5a7bfe1657fb2a8.256p.jpg,https://pcpartpicker.com/product/xfpQzy/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000z30,,DDR5,,,,,,,,,64.0,,6679,45.55852417563683,barato
motherboard,Asus P10S-I Mini ITX LGA1151 Motherboard (P10S-I),https://cdna.pcpartpicker.com/static/forever/images/product/c6f22c17f94b0afb1e0ec5714231d591.256p.jpg,https://pcpartpicker.com/product/QmrcCJ/asus-motherboard-p10si,ITX,,Intel,LGA 1151,,,,,,,,,7813,80.42096389879657,barato
storage,KIOXIA EXCERIA PRO 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (LSE10Z001TG8),https://cdna.pcpartpicker.com/static/forever/images/product/ca89917e8f088c3ababd47c0a1e2c5f3.256p.jpg,https://pcpartpicker.com/product/92ytt6/kioxia-exceria-pro-1-tb-m2-2280-nvme-solid-state-drive-lse10z001tg8,,NVME,,,,,,,,,,1000.0,12252,149.80619749246154,barato
motherboard,Gigabyte GA-Z270M-D3H Micro ATX LGA1151 Motherboard (GA-Z270M-D3H),https://cdna.pcpartpicker.com/static/forever/images/product/cbd931b6834229e7407a66cdd8a36b3d.256p.jpg,https://pcpartpicker.com/product/T6PzK8/gigabyte-ga-z270m-d3h-micro-atx-lga1151-motherboard-ga-z270m-d3h,ATX,,Intel,LGA 1151,,,,,,,,,7556,76.46588086512561,barato
gpu,PowerColor Red Devil Golden Sample Radeon RX 580 8 GB Video Card (AXRX 580 8GBD5-3DHG/OC),https://cdna.pcpartpicker.com/static/forever/images/product/f3d65351103a337c355004a181ec7c88.256p.jpg,https://pcpartpicker.com/product/vt2rxr/powercolor-radeon-rx-580-8gb-red-devil-golden-sample-video-card-axrx-580-8gbd5-3dhgoc,,,AMD,,,,,200.0,8.0,1080p,,,5046,253.05761770780398,barato
gpu,ASRock RX5700 XT 8G Radeon RX 5700 XT 8 GB Video Card (RX5700 XT 8G),https://cdna.pcpartpicker.com/static/forever/images/product/900415cb18806a91e94f91abd7661356.256p.jpg,https://pcpartpicker.com/product/rMpmP6/asrock-radeon-rx-5700-xt-8-gb-video-card-rx5700-xt-8g,,,AMD,,,,,200.0,8.0,1080p,,,5171,251.35583396363984,barato
gpu,Gigabyte GAMING OC 3X GeForce RTX 2060 SUPER 8 GB Video Card (GV-N206SGAMING OC-8GD),https://cdna.pcpartpicker.com/static/forever/images/product/ce4b27ba12703b89ed25d827dd6e5ed2.256p.jpg,https://pcpartpicker.com/product/MjGnTW/gigabyte-geforce-rtx-2060-super-8-gb-gaming-oc-3x-video-card-gv-n206sgaming-oc-8gd,,,NVIDIA,,,,,160.0,8.0,1080p,,,3487,458.7192195501964,intermedio
storage,TEAMGROUP MP44L 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (TM8FPK001T0C101),https://cdna.pcpartpicker.com/static/forever/images/product/b7e87809a48525a1340938718110fecc.256p.jpg,https://pcpartpicker.com/product/2x4Ycf/teamgroup-mp44l-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk001t0c101,,NVME,,,,,,,,,,1000.0,12107,73.49694665397567,barato
gpu,XFX Speedster QICK 319 BLACK Radeon RX 6800 16 GB Video Card (RX-68XLALBD9),https://m.media-amazon.com/images/I/410wgs6jSiL.jpg,https://pcpartpicker.com/product/6yfnTW/xfx-radeon-rx-6800-16-gb-speedster-qick-319-black-video-card-rx-68xlalbd9,,,AMD,,,,,300.0,16.0,1440p/4K,,,5313,396.6582203852069,intermedio
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6200 CL38 Memory (FF4D532G6200HC38ADC01),https://cdna.pcpartpicker.com/static/forever/images/product/a9e8899e99fde960317b99b6d62beba6.256p.jpg,https://pcpartpicker.com/product/zfjBD3/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6200-cl38-memory-ff4d532g6200hc38adc01,,DDR5,,,,,,,,,32.0,,6810,61.95585615191243,barato
motherboard,ASRock X370 Pro4 ATX AM4 Motherboard (X370 Pro4),https://cdna.pcpartpicker.com/static/forever/images/product/93347fe3535e41ef58259d3a0fc6171c.256p.jpg,https://pcpartpicker.com/product/ps8j4D/asrock-x370-pro4-atx-am4-motherboard-x370-pro4,ATX,,AMD,AM4,,,,,,,,,9136,145.72921565372326,barato
memory,Patriot Signature 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory (PSD38G16002),https://cdna.pcpartpicker.com/static/forever/images/product/5390c9f7aba016f79464e40ca71a994b.256p.jpg,https://pcpartpicker.com/product/CnW9TW/patriot-memory-psd38g16002,,DDR3,,,,,,,,,8.0,,5423,63.22437216450597,barato
psu,Rosewill Glacier 850M 850 W 80+ Bronze Certified Semi-modular ATX Power Supply (Glacier 850M),https://m.media-amazon.com/images/I/5173o-n5xEL.jpg,https://pcpartpicker.com/product/BBmxFT/rosewill-power-supply-glacier850m,ATX,,,,,,,850.0,,,,,11303,86.10113748411632,barato
storage,"Samsung Spinpoint F3 EG 1 TB 3.5"" 5400 RPM Internal Hard Drive (HD105SI)",https://m.media-amazon.com/images/I/41Q8gy02+uL.jpg,https://pcpartpicker.com/product/twbp99/samsung-internal-hard-drive-hd105si,,HDD,,,,,,,,,,1000.0,13561,128.76986163028954,barato
gpu,PNY Dual Gaming OC GeForce RTX 2060 SUPER 8 GB Video Card (VCG20608SDFPPB-O),https://cdna.pcpartpicker.com/static/forever/images/product/9270837319a3ecc7be42d3cd18aed651.256p.jpg,https://pcpartpicker.com/product/2Xyqqs/pny-geforce-rtx-2060-super-8-gb-dual-gaming-oc-video-card-vcg20608sdfppb-o,,,NVIDIA,,,,,160.0,8.0,1080p,,,3491,363.2876916213786,intermedio
gpu,MSI GAMING X TRIO GeForce RTX 2080 SUPER 8 GB Video Card (RTX 2080 Super Gaming X TRIO),https://cdna.pcpartpicker.com/static/forever/images/product/abced9af1928e503aa4eb528e9c211a2.256p.jpg,https://pcpartpicker.com/product/dqkgXL/msi-geforce-rtx-2080-super-8-gb-gaming-x-trio-video-card-rtx-2080-super-gaming-x-trio,,,NVIDIA,,,,,250.0,8.0,1080p,,,3707,422.5633475119606,intermedio
gpu,Gigabyte EAGLE Rev 2.0 GeForce RTX 3060 Ti LHR 8 GB Video Card (GV-N306TEAGLE-8GD (rev. 2.0)),https://m.media-amazon.com/images/I/41s0IIOuJoS.jpg,https://pcpartpicker.com/product/WcFbt6/gigabyte-geforce-rtx-3060-ti-lhr-8-gb-eagle-rev-20-video-card-gv-n306teagle-8gd-rev-20,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4160,689.0048224634845,caro
motherboard,ASRock H310CM-ITX/ac Mini ITX LGA1151 Motherboard (H310CM-ITX/ac),https://images-eu.ssl-images-amazon.com/images/I/51J%2Bm6PcqYL.jpg,https://pcpartpicker.com/product/47rmP6/asrock-h310cm-itxac-mini-itx-lga1151-motherboard-h310cm-itxac,ITX,,Intel,LGA 1151,,,,,,,,,7779,104.07473642711687,barato
motherboard,Gigabyte B760I AORUS PRO Mini ITX LGA1700 Motherboard (B760I AORUS PRO),https://cdna.pcpartpicker.com/static/forever/images/product/2916da5244ab170613836e466777919b.256p.jpg,https://pcpartpicker.com/product/WC6NnQ/gigabyte-b760i-aorus-pro-mini-itx-lga1700-motherboard-b760i-aorus-pro,ITX,,Intel,LGA 1700,,,,,,,,,8592,106.91308823921021,barato
psu,Asus ROG Strix Aura Edition 750 W 80+ Gold Certified Fully Modular ATX Power Supply (ROG-STRIX-750G-AURA-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/7906b461b9927a788bd19f1ca19ca6e8.256p.jpg,https://pcpartpicker.com/product/3vzhP6/asus-rog-strix-aura-edition-750-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-750g-aura-gaming,ATX,,,,,,,750.0,,,,,10934,209.1880561796873,caro
motherboard,Gigabyte GA-880GMA-USB3 Micro ATX AM3+ Motherboard (GA-880GMA-USB3),https://images-na.ssl-images-amazon.com/images/I/61y%2BAHrCa7L.jpg,https://pcpartpicker.com/product/rmMFf7/gigabyte-motherboard-ga880gmausb3,ATX,,AMD,AM3,,,,,,,,,8915,94.11884838226888,barato
psu,Athena Power AP-P4ATX55FEC 550 W ATX Power Supply (AP-P4ATX55FEC),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/J2ckcf/athena-power-power-supply-app4atx55fec,ATX,,,,,,,550.0,,,,,10175,80.03895152476781,barato
gpu,Gigabyte GAMING GeForce RTX 4090 24 GB Video Card (GV-N4090GAMING-24GD),https://cdna.pcpartpicker.com/static/forever/images/product/04ad466ccc576a4737bdd1fa900e731e.256p.jpg,https://pcpartpicker.com/product/Xxgrxr/gigabyte-gaming-geforce-rtx-4090-24-gb-video-card-gv-n4090gaming-24gd,,,NVIDIA,,,,,450.0,24.0,4K,,,4814,1504.2270501673638,muy caro
motherboard,EVGA Z590 FTW WIFI ATX LGA1200 Motherboard (121-RL-E597-KR),https://cdna.pcpartpicker.com/static/forever/images/product/e4a34c5b6bf27da5c4427d6304752115.256p.jpg,https://pcpartpicker.com/product/ZYNxFT/evga-z590-ftw-wifi-atx-lga1200-motherboard-121-rl-e597-kr,ATX,,Intel,LGA 1200,,,,,,,,,8049,71.70707922419743,barato
gpu,Colorful iGame Advanced OC-V GeForce RTX 4090 24 GB Video Card (iGame GeForce RTX 4090 Advanced OC-V),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/mnpQzy/colorful-igame-advanced-oc-v-geforce-rtx-4090-24-gb-video-card-igame-geforce-rtx-4090-advanced-oc-v,,,NVIDIA,,,,,450.0,24.0,4K,,,4828,3221.511616173209,muy caro
psu,Cooler Master XG750 750 W 80+ Platinum Certified Fully Modular ATX Power Supply (MPG-7501-AFBAP-US),https://m.media-amazon.com/images/I/51cmUbg57BL.jpg,https://pcpartpicker.com/product/fJYmP6/cooler-master-xg750-750-w-80-platinum-certified-fully-modular-atx-power-supply-mpg-7501-afbap-us,ATX,,,,,,,750.0,,,,,10958,339.9965361849421,muy caro
psu,ARESGAME AGV 500 W 80+ Bronze Certified ATX Power Supply (AGV500),https://m.media-amazon.com/images/I/41Co7re3W4L.jpg,https://pcpartpicker.com/product/4qK2FT/aresgame-agv-500-w-80-bronze-certified-atx-power-supply-agv500,ATX,,,,,,,500.0,,,,,9802,63.648110205615694,barato
storage,"Micron 5210 ION 1.92 TB 2.5"" Solid State Drive (MTFDDAK1T9QDE-2AV1ZA)",https://m.media-amazon.com/images/I/41Sx31XtoTL.jpg,https://pcpartpicker.com/product/BJ4Ycf/micron-5210-ion-192-tb-25-solid-state-drive-mtfddak1t9qde-2av1za,,SATA,,,,,,,,,,1000.0,13032,99.64597132216238,barato
psu,EVGA 600 B1 600 W 80+ Bronze Certified ATX Power Supply (100-B1-0600-KR),https://m.media-amazon.com/images/I/51TEloWPxjL.jpg,https://pcpartpicker.com/product/V9bp99/evga-600-b1-600-w-80-bronze-certified-atx-power-supply-100-b1-0600-kr,ATX,,,,,,,600.0,,,,,10223,92.89840826243426,barato
motherboard,ASRock 760GM-HDV Micro ATX AM3+/AM3 Motherboard (760GM-HDV),https://cdna.pcpartpicker.com/static/forever/images/product/7b0931fb83fd79f3b1d05b675a5ecf92.256p.jpg,https://pcpartpicker.com/product/QX3H99/asrock-760gm-hdv-micro-atx-am3am3-motherboard-760gm-hdv,ATX,,AMD,AM3,,,,,,,,,8795,71.47600956807248,barato
psu,Sparkle R-SPI700GHN 700 W 80+ Certified ATX Power Supply (R-SPI700GHN),https://m.media-amazon.com/images/I/510MDSXFphL.jpg,https://pcpartpicker.com/product/mHyFf7/sparkle-power-supply-rspi700ghn,ATX,,,,,,,700.0,,,,,10771,77.45105168574854,barato
cpu,AMD Ryzen 5 2400G 3.6 GHz Quad-Core OEM/Tray Processor (YD2400C5M4MFB),https://cdna.pcpartpicker.com/static/forever/images/product/f7db92c656335d75ea27d1c702a9de97.256p.jpg,https://pcpartpicker.com/product/3t7v6h/amd-ryzen-5-2400g-36ghz-quad-core-oemtray-processor-yd2400c5m4mfb,,,AMD,AM4,3.6,4.0,8.0,65.0,,,,,2860,210.99798389386072,intermedio
gpu,Sapphire NITRO+ SE Radeon RX 6800 XT 16 GB Video Card (11304-01-20G),https://cdna.pcpartpicker.com/static/forever/images/product/bddba031dd83b80b63d75a5aeb655ef5.256p.jpg,https://pcpartpicker.com/product/7yJmP6/sapphire-radeon-rx-6800-xt-16-gb-nitro-se-video-card-11304-01-20g,,,AMD,,,,,300.0,16.0,1440p/4K,,,5293,368.0834527141992,intermedio
cpu,Intel Core i3-7300T 3.5 GHz Dual-Core Processor (BX80677I37300T),https://cdna.pcpartpicker.com/static/forever/images/product/6575bf30b14742cef9e7ddae7fb2ce7f.256p.jpg,https://pcpartpicker.com/product/7HL7YJ/intel-core-i3-7300t-35ghz-dual-core-processor-bx80677i37300t,,,Intel,LGA 1151,3.5,2.0,4.0,50.0,,,,,2452,101.6987153533503,barato
gpu,XFX Speedster MERC 319 Limited Radeon RX 6900 XT 16 GB Video Card (RX-69XTACSD9),https://cdna.pcpartpicker.com/static/forever/images/product/06dcb29cc5aa50929e1b7104561d1f1b.256p.jpg,https://pcpartpicker.com/product/BsddnQ/xfx-radeon-rx-6900-xt-16-gb-speedster-merc-319-video-card-rx-69xtacsd9,,,AMD,,,,,300.0,16.0,4K,,,5339,461.7737978825653,intermedio
motherboard,ASRock B550 Phantom Gaming 4/ac ATX AM4 Motherboard (B550 Phantom Gaming 4/ac),https://m.media-amazon.com/images/I/51S3r3XOy4L.jpg,https://pcpartpicker.com/product/Ytdrxr/asrock-b550-phantom-gaming-4ac-atx-am4-motherboard-b550-phantom-gaming-4ac,ATX,,AMD,AM4,,,,,,,,,8980,113.55727000503441,barato
memory,G.Skill Trident Z Royal 256 GB (8 x 32 GB) DDR4-3600 CL18 Memory (F4-3600C18Q2-256GTRG),https://cdna.pcpartpicker.com/static/forever/images/product/cb16dd755c1945f035b8ff6240505e67.256p.jpg,https://pcpartpicker.com/product/WwpmP6/gskill-trident-z-royal-256-gb-8-x-32-gb-ddr4-3600-memory-f4-3600c18q2-256gtrg,,DDR4,,,,,,,,,256.0,,6035,50.473437192907014,barato
memory,G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-4400 CL19 Memory (F4-4400C19D-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/185a12fd87f898ef2ce0c996bc702caf.256p.jpg,https://pcpartpicker.com/product/wxgFf7/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-4400-cl19-memory-f4-4400c19d-64gvk,,DDR4,,,,,,,,,64.0,,6291,43.06935516664876,barato
gpu,MSI GeForce RTX 3090 Ti SUPRIM 24G GeForce RTX 3090 Ti 24 GB Video Card (RTX 3090 Ti SUPRIM 24G),https://cdna.pcpartpicker.com/static/forever/images/product/62cc1357fdc5edd77c60fef02f73422e.256p.jpg,https://pcpartpicker.com/product/r9YmP6/msi-geforce-rtx-3090-ti-24-gb-suprim-video-card-rtx-3090-ti-suprim-24g,,,NVIDIA,,,,,350.0,24.0,4K,,,4693,653.4337638982619,caro
motherboard,MSI X570-A PRO ATX AM4 Motherboard (X570-A PRO),https://cdna.pcpartpicker.com/static/forever/images/product/c5f7ee28c940f48c5076de03dc4f4a3e.256p.jpg,https://pcpartpicker.com/product/QZLwrH/msi-x570-a-pro-atx-am4-motherboard-x570-a-pro,ATX,,AMD,AM4,,,,,,,,,9072,133.3306125180178,barato
psu,Thermaltake Toughpower GF A3 - TT Premium Edition 1200 W 80+ Gold Certified Fully Modular ATX Power Supply (PS-TPD-1200FNFAGE-H),https://m.media-amazon.com/images/I/41fIwYxOlPL.jpg,https://pcpartpicker.com/product/YDJp99/thermaltake-toughpower-gf-a3-tt-premium-edition-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfage-h,ATX,,,,,,,1200.0,,,,,11702,240.3843935306746,caro
cpu,AMD Athlon II X2 245e 2.9 GHz Dual-Core Processor (AD245EHDGMBOX),https://images-na.ssl-images-amazon.com/images/I/418I5mXrAXL.jpg,https://pcpartpicker.com/product/CYZQzy/amd-cpu-ad245ehdgmbox,,,AMD,AM3,2.9,2.0,2.0,65.0,,,,,2727,194.39100053024708,barato
memory,G.Skill Value 8 GB (1 x 8 GB) DDR4-2666 CL19 Memory (F4-2666C19S-8GNT),https://cdna.pcpartpicker.com/static/forever/images/product/8bd6ca4575dd0b40523a31db363d3259.256p.jpg,https://pcpartpicker.com/product/TrYLrH/gskill-value-8gb-1-x-8gb-ddr4-2666-memory-f4-2666c19s-8gnt,,DDR4,,,,,,,,,8.0,,6389,36.84535402726021,barato
memory,TEAMGROUP T-Force Xtreem ARGB 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory (TF10D416G3600HC14CDC01),https://cdna.pcpartpicker.com/static/forever/images/product/cf072222948b145245033e284f0591e2.256p.jpg,https://pcpartpicker.com/product/pYqBD3/team-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-tf10d416g3600hc14cdc01,,DDR4,,,,,,,,,16.0,,6365,37.20063317318583,barato
psu,Cooler Master MasterWatt 650 TUF Gaming Alliance Edition 650 W 80+ Bronze Certified Semi-modular ATX Power Supply (MPX-6501-AMAAB-SF),https://cdna.pcpartpicker.com/static/forever/images/product/d5cb80ca2df8a1487c2a5e0a5a4dcf1c.256p.jpg,https://pcpartpicker.com/product/NYtQzy/cooler-master-masterwatt-tuf-gaming-alliance-650-w-80-bronze-certified-semi-modular-atx-power-supply-mpx-6501-amaab-sf,ATX,,,,,,,650.0,,,,,10540,54.110370543576515,barato
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (CMK32GX4M2B3200C16W),https://cdna.pcpartpicker.com/static/forever/images/product/6326174046988011f7f6028bed037a96.256p.jpg,https://pcpartpicker.com/product/YPX2FT/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-3200-memory-cmk32gx4m2b3200c16w,,DDR4,,,,,,,,,32.0,,6333,59.33349259519537,barato
storage,"Toshiba N300 Pro 16 TB 3.5"" 7200 RPM Internal Hard Drive (HDWG51GXZSTB)",https://m.media-amazon.com/images/I/41CzCuM2S-L.jpg,https://pcpartpicker.com/product/hL3gXL/toshiba-n300-pro-16-tb-35-7200rpm-internal-hard-drive-hdwg51gxzstb,,HDD,,,,,,,,,,1000.0,13698,144.4773551731767,barato
motherboard,ASRock B760M PG Riptide Micro ATX LGA1700 Motherboard (B760M PG Riptide),https://cdna.pcpartpicker.com/static/forever/images/product/532ccedf9fb9a984493debaf06220ee7.256p.jpg,https://pcpartpicker.com/product/tGmmP6/asrock-b760m-pg-riptide-micro-atx-lga1700-motherboard-b760m-pg-riptide,ATX,,Intel,LGA 1700,,,,,,,,,8234,108.93850109144788,barato
gpu,MSI AERO ITX OC GeForce RTX 2060 6 GB Video Card (RTX 2060 AERO ITX 6G OC),https://cdna.pcpartpicker.com/static/forever/images/product/adc93645e0cf0f1196596b050d786c6c.256p.jpg,https://pcpartpicker.com/product/BvMwrH/msi-geforce-rtx-2060-6-gb-aero-itx-oc-video-card-rtx-2060-aero-itx-6g-oc,,,NVIDIA,,,,,160.0,6.0,1080p,,,3327,305.7073664256057,intermedio
gpu,XFX GTR-S XXX Edition Radeon RX 580 8 GB Video Card (RX-580A8DFR6),https://cdna.pcpartpicker.com/static/forever/images/product/a198088b6e5b80718cdf62bfc7c76155.256p.jpg,https://pcpartpicker.com/product/vzJgXL/xfx-radeon-rx-580-8-gb-xxx-video-card-rx-580a8dfr6,,,AMD,,,,,200.0,8.0,1080p,,,5052,228.15361774892182,barato
memory,Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CMZ8GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/44d03f8a573c01b34f74ee7497b17171.256p.jpg,https://pcpartpicker.com/product/KK9KHx/corsair-memory-cmz8gx3m2a1600c9,,DDR3,,,,,,,,,8.0,,5429,34.77319517319724,barato
storage,Integral M2 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (INSSD500GM280NM2),https://cdna.pcpartpicker.com/static/forever/images/product/fcca9ee8201c61dce668024606f7234a.256p.jpg,https://pcpartpicker.com/product/bvWJ7P/integral-m2-500-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-inssd500gm280nm2,,NVME,,,,,,,,,,500.0,12012,54.13224771090476,barato
gpu,Gainward Phantom GeForce RTX 4080 16 GB Video Card (NED4080019T2-1030P),https://m.media-amazon.com/images/I/5131ywTwJXL.jpg,https://pcpartpicker.com/product/g67G3C/gainward-phantom-geforce-rtx-4080-16-gb-video-card-ned4080019t2-1030p,,,NVIDIA,,,,,350.0,16.0,4K,,,4778,3552.0460256548217,muy caro
gpu,Zotac GAMING AMP Core Holo GeForce RTX 3090 24 GB Video Card (ZT-A30900C-10P),https://cdna.pcpartpicker.com/static/forever/images/product/c181b34552b6444099f538b7d47698c9.256p.jpg,https://pcpartpicker.com/product/Dt3gXL/zotac-geforce-rtx-3090-24-gb-gaming-amp-core-holo-video-card-zt-a30900c-10p,,,NVIDIA,,,,,350.0,24.0,4K,,,4711,582.1386509169851,caro
gpu,Gigabyte AORUS MASTER GeForce RTX 3060 Ti 8 GB Video Card (GV-N306TAORUS M-8GD),https://cdna.pcpartpicker.com/static/forever/images/product/72a35a8c62c22eeeafc686b1edf75236.256p.jpg,https://pcpartpicker.com/product/rC3mP6/gigabyte-aorus-master-geforce-rtx-3060-ti-8-gb-video-card-gv-n306taorus-m-8gd,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4164,583.2014676629028,caro
gpu,Asus Phoenix EVO GeForce GTX 1650 G6 4 GB Video Card (ph-gtx1650-4gd6-p-evo),https://cdna.pcpartpicker.com/static/forever/images/product/3b18dfbd723820643bb83e8c1f080256.256p.jpg,https://pcpartpicker.com/product/PvLFf7/asus-phoenix-evo-geforce-gtx-1650-g6-4-gb-video-card-ph-gtx1650-4gd6-p-evo,,,NVIDIA,,,,,75.0,4.0,1080p,,,3063,223.9893247146109,barato
gpu,GALAX EX OC GeForce GTX 1070 8 GB Video Card (70NSH6DHL4EC),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/TMVBD3/galax-geforce-gtx-1070-8gb-ex-oc-video-card-70nsh6dhl4ec,,,NVIDIA,,,,,150.0,8.0,1080p,,,3437,232.1794630576993,barato
psu,Cooler Master New GX 450 W 80+ Bronze Certified ATX Power Supply (RS450-ACAAE3-US),https://cdna.pcpartpicker.com/static/forever/images/product/5f6fdca4d7570f5e9eaee25062edc3a8.med.256p.jpg,https://pcpartpicker.com/product/QbPfrH/cooler-master-power-supply-rs450acaae3us,ATX,,,,,,,450.0,,,,,9758,63.431700460853826,barato
gpu,Asus Turbo GeForce RTX 2070 8 GB Video Card (TURBO-RTX2070-8G),https://m.media-amazon.com/images/I/31eJic94EAL.jpg,https://pcpartpicker.com/product/d43H99/asus-geforce-rtx-2070-8gb-video-card-turbo-rtx2070-8g,,,NVIDIA,,,,,200.0,8.0,1080p,,,3646,306.9692174095506,intermedio
memory,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL32 Memory (F5-6000J3238F16GX2-TZ5NR),https://cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.256p.jpg,https://pcpartpicker.com/product/yPPQzy/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-tz5nr,,DDR5,,,,,,,,,32.0,,6717,51.50462326945228,barato
memory,OLOy Blade 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory (ND5U1664320IRLDE),https://cdna.pcpartpicker.com/static/forever/images/product/5f8e0161bf46df08cb369476cf618937.256p.jpg,https://pcpartpicker.com/product/mTHqqs/oloy-blade-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-nd5u1664320irlde,,DDR5,,,,,,,,,32.0,,7028,30.531687467924627,barato
storage,Kingston NV1 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SNVS/250G),https://cdna.pcpartpicker.com/static/forever/images/product/f8b8691f92258f8712dcc51e1d10f3d7.256p.jpg,https://pcpartpicker.com/product/Yy92FT/kingston-nv1-250-gb-m2-2280-nvme-solid-state-drive-snvs250g,,NVME,,,,,,,,,,250.0,11875,128.71690114626853,barato
motherboard,Asus ROG STRIX Z490-G GAMING Micro ATX LGA1200 Motherboard (ROG STRIX Z490-G GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/8354f74f99d9bdd33f7f915f695db40f.256p.jpg,https://pcpartpicker.com/product/f3MTwP/asus-rog-strix-z490-g-gaming-micro-atx-lga1200-motherboard-rog-strix-z490-g-gaming,ATX,,Intel,LGA 1200,,,,,,,,,8069,105.82268726556725,barato
